0.495151 4.95315
0.934944 2.19009
1.29035 0.84596
1.32012 1.62937
0.424202 5.52645
1.83458 2.36967
1.20195 5.20158
1.42044 3.0576
2.19123 6.00214
2.01254 2.21192
2.32386 2.2769
1.33465 0.493144
0.860745 5.53234
0.973177 6.08672
2.19606 0.0220122
0.869728 5.35771
2.194 2.39107
0.930466 0.964037
1.60118 3.62689
1.3954 3.51548
1.48429 0.270921
2.63274 4.87907
2.40677 2.27298
1.07733 4.1574
1.19614 6.13815
0.234709 0.998814
1.24358 2.49273
1.01797 3.22554
1.10902 2.86585
1.53497 0.439093
1.48994 4.14423
2.5777 1.57984
0.403356 0.778238
1.37937 3.48915
1.98471 5.13728
0.691395 0.9921
2.37674 0.323411
2.62367 4.59752
1.39637 1.24146
1.35593 4.58832
0.861899 2.55788
2.46297 3.22828
2.2239 0.795908
0.331101 0.509298
1.73714 3.19971
0.798031 0.266439
0.846841 0.462013
1.14581 1.31286
0.920759 4.39016
2.12766 5.64538
1.60348 5.52346
0.479503 2.36927
2.60826 6.22546
0.672286 2.16007
0.897965 3.15535
0.551156 2.28017
2.52973 6.05234
2.42401 4.48065
0.609151 5.67909
2.19981 4.22683
1.39612 5.93834
2.01557 3.65636
0.273971 0.0563598
2.19168 1.35742
1.99915 3.48805
0.690482 1.40759
1.43887 1.07391
1.77441 2.292
0.827746 4.46047
2.00109 2.19993
0.957204 4.91728
2.01093 0.762684
2.08488 3.70536
2.30367 5.25151
1.55796 3.9501
1.58784 5.69687
1.71893 1.40523
1.54802 3.72242
1.00657 1.75608
2.23567 5.90811
2.30401 5.79946
0.834779 1.68926
0.622987 4.80937
1.84136 1.60637
1.52146 2.15016
1.78399 4.3193
0.722185 2.00321
2.23654 5.4707
2.52715 4.04213
1.99653 2.52666
1.09731 1.35099
1.17844 5.31429
1.44782 5.01038
1.44696 4.2178
0.562043 1.55019
1.79587 5.7274
0.849263 4.87524
0.877336 1.65664
1.6536 5.11475
1.60945 0.104895
0.812743 0.786124
1.99135 1.76598
1.45843 3.22298
0.800295 2.21473
0.812834 5.39251
2.10509 2.69097
0.548173 0.398542
1.10196 3.21653
2.37707 4.47561
0.884627 5.8922
2.73398 4.99387
2.34428 0.809063
1.71271 0.186715
1.35396 0.704164
2.32885 5.72871
0.734048 6.28318
0.38642 5.23325
1.11756 3.02099
1.25739 2.71946
2.30041 3.15497
1.13969 3.69391
2.60768 2.2891
1.87829 1.28483
2.42264 3.2182
2.5564 0.373589
1.47056 5.50304
2.35819 1.88045
0.135793 2.6702
1.22175 2.49462
1.64496 1.08544
1.17837 4.18343
0.85728 2.17179
1.56822 2.8514
2.28222 5.30654
2.45476 4.14531
1.25916 1.11646
1.04176 1.74108
1.65492 5.64849
1.53397 2.628
1.3922 2.50316
1.52622 5.41071
1.1023 2.08587
0.82419 1.75194
2.11053 3.07514
1.93021 1.84725
1.90112 6.18671
2.73792 5.24601
1.22451 2.88099
1.13458 0.984905
1.166 1.1019
2.25621 4.08266
1.27252 0.403061
2.59395 5.62392
2.75518 2.56647
1.1882 2.35187
